rank,tier,zip,state,owner,units,fhfa_a1
4516,B,51104,IA,5616,9119,4.58
4517,B,77384,TX,5614,11658,8.34
4518,B,97439,OR,5614,9056,2.54
4519,B,93060,CA,5614,10935,-0.86
4520,B,53024,WI,5613,8598,5.31
4521,B,76266,TX,5612,7211,-5.31
4522,B,64029,MO,5611,8185,2.86
4523,B,95776,CA,5607,8410,-1.13
4524,B,31794,GA,5606,11748,0.94
4525,B,15057,PA,5606,6833,5.23
4526,B,83858,ID,5601,7660,5.76
4527,B,43611,OH,5600,8854,8.71
4528,B,83864,ID,5599,9909,1.97
4529,B,38139,TN,5598,5895,3.97
4530,B,02067,MA,5597,6660,2.09
4531,B,85757,AZ,5596,6894,3.88
4532,B,29307,SC,5593,8946,-3.02
4533,B,17044,PA,5591,10167,8.74
4534,B,22546,VA,5589,7086,10.33
4535,B,30009,GA,5588,9168,11.52
4536,B,34685,FL,5588,7924,-13.22
4537,B,33409,FL,5582,13715,0.26
4538,B,18707,PA,5582,6554,4.18
4539,B,53121,WI,5581,8397,6.72
4540,B,95618,CA,5581,10898,-3.65
4541,B,63025,MO,5580,6726,-5.96
4542,B,45895,OH,5579,7963,2.66
4543,B,34240,FL,5578,7570,10.44
4544,B,37321,TN,5577,8947,6.83
4545,B,44140,OH,5576,6311,3.66
4546,B,60644,IL,5575,20619,35.59
4547,B,33125,FL,5574,22496,7.16
4548,B,55431,MN,5574,8483,-0.69
4549,B,36066,AL,5573,9201,7.12
4550,B,01075,MA,5573,7597,3.35
4551,B,17070,PA,5573,7487,3.2
4552,B,16505,PA,5572,8407,9.34
4553,B,55398,MN,5570,6292,2.12
4554,B,07042,NJ,5570,11682,11.26
4555,B,92860,CA,5569,7073,3.7
4556,B,05403,VT,5568,9565,-0.17
4557,B,33566,FL,5567,8224,11.85
4558,B,90039,CA,5564,13332,13.84
4559,B,25404,WV,5563,9973,12.7
4560,B,77033,TX,5559,10228,16.24
4561,B,99338,WA,5557,6909,2.11
4562,B,10530,NY,5555,6795,7.89
4563,B,71457,LA,5554,12086,-1.58
4564,B,98274,WA,5554,7868,0.74
4565,B,80534,CO,5552,7137,0.42
4566,B,79107,TX,5552,12346,27.33
4567,B,54751,WI,5552,10517,4.4
4568,B,50208,IA,5549,8919,1.02
4569,B,16365,PA,5549,8861,-1.93
4570,B,12477,NY,5547,9483,1.55
4571,B,44126,OH,5547,8099,5.55
4572,B,20782,MD,5546,13312,-0.2
4573,B,89156,NV,5544,10413,6.33
4574,B,68007,NE,5543,6268,4.67
4575,B,30286,GA,5543,10903,3.76
4576,B,30720,GA,5543,10731,4.26
4577,B,18049,PA,5543,7659,3.9
4578,B,83843,ID,5542,12089,1.53
4579,B,77069,TX,5541,9399,5.26
4580,B,11021,NY,5541,8705,43.99
4581,B,29206,SC,5541,9460,3.12
4582,B,89144,NV,5539,8684,12.91
4583,B,20132,VA,5538,6309,4.85
4584,B,92316,CA,5538,8349,5.56
4585,B,32669,FL,5536,7054,11.51
4586,B,94124,CA,5536,11780,-0.62
4587,B,92808,CA,5536,7768,7.14
4588,B,91737,CA,5534,8159,3.26
4589,B,66102,KS,5533,11481,3.8
4590,B,71118,LA,5532,10078,-0.58
4591,B,33872,FL,5531,7882,3.07
4592,B,74804,OK,5531,8860,1.7
4593,B,52245,IA,5531,10210,6.34
4594,B,11411,NY,5530,6775,-5.22
4595,B,23226,VA,5527,7827,2.55
4596,B,91390,CA,5525,6673,1.48
4597,B,43160,OH,5525,10012,6.36
4598,B,30107,GA,5524,6536,2.09
4599,B,33406,FL,5524,9426,-2.39
4600,B,21108,MD,5518,6526,-0.55
4601,B,28714,NC,5517,9719,3.41
4602,B,78732,TX,5516,7748,-3.15
4603,B,37412,TN,5511,10305,0.7
4604,B,33778,FL,5509,8130,-5.36
4605,B,29078,SC,5509,6796,5.81
4606,B,44144,OH,5509,9994,6.96
4607,B,33401,FL,5508,19051,8.9
4608,B,16002,PA,5506,6573,5.17
4609,B,08879,NJ,5504,9737,7.42
4610,B,67501,KS,5504,11075,2.07
4611,B,32960,FL,5501,11590,-2.04
4612,B,19968,DE,5500,7380,0.72
4613,B,25314,WV,5499,7328,4.2
4614,B,20151,VA,5499,6966,3.25
4615,B,46808,IN,5499,9298,3.73
4616,B,43452,OH,5490,10859,10.82
4617,B,28034,NC,5490,8085,-2.4
4618,B,12304,NY,5489,9438,8.83
4619,B,98520,WA,5487,9333,3.38
4620,B,30125,GA,5487,9562,1.29
4621,B,43606,OH,5487,11700,5.86
4622,B,31005,GA,5486,7514,0.93
4623,B,31721,GA,5484,8508,4.23
4624,B,22306,VA,5484,11514,0.89
4625,B,98264,WA,5483,8395,1.57
4626,B,75205,TX,5482,10577,38.13
4627,B,46774,IN,5482,7287,-0.24
4628,B,41076,KY,5481,7729,4.24
4629,B,53147,WI,5480,11455,7.77
4630,B,17025,PA,5479,7661,1.78
4631,B,28805,NC,5477,10737,-0.62
4632,B,11362,NY,5477,7634,3.48
4633,B,47303,IN,5477,11567,1.54
4634,B,46805,IN,5477,10742,2.21
4635,B,36542,AL,5476,18551,0.35
4636,B,83338,ID,5476,7606,13.53
4637,B,62223,IL,5476,7804,3.8
4638,B,46013,IN,5474,9062,3.65
4639,B,93534,CA,5472,16343,-7.45
4640,B,11417,NY,5472,9855,4.41
4641,B,68510,NE,5471,9871,-0.84
4642,B,14228,NY,5470,10601,5.92
4643,B,78702,TX,5469,14573,4.06
4644,B,47112,IN,5469,7390,4.81
4645,B,37127,TN,5468,7710,-0.17
4646,B,85031,AZ,5468,8816,-1.16
4647,B,36832,AL,5466,14136,6.69
4648,B,22025,VA,5465,6444,18.54
4649,B,07067,NJ,5465,6243,5.13
4650,B,90068,CA,5464,14662,-9.25
4651,B,22911,VA,5463,8254,7.76
4652,B,55362,MN,5462,7589,2.13
4653,B,87015,NM,5461,6593,0.3
4654,B,80113,CO,5459,11447,-0.44
4655,B,38242,TN,5459,9390,8.17
4656,B,46992,IN,5459,7654,3.77
4657,B,30011,GA,5458,7039,-2.56
4658,B,89120,NV,5453,9861,1.93
4659,B,48458,MI,5450,9136,5.51
4660,B,89403,NV,5449,6906,-0.22
4661,B,26505,WV,5448,19220,-2.15
4662,B,06897,CT,5448,6474,12.75
4663,B,55804,MN,5448,6720,4.51
4664,B,07740,NJ,5447,15208,5.07
4665,B,77401,TX,5444,6699,6.46
4666,B,98408,WA,5444,8418,0.73
4667,B,98119,WA,5443,15323,3.11
4668,B,29360,SC,5443,9521,1.93
4669,B,90720,CA,5441,8675,3.23
4670,B,35757,AL,5439,7177,-0.04
4671,B,48451,MI,5438,6005,11.04
4672,B,90025,CA,5437,24965,-6.72
4673,B,22066,VA,5437,5852,4.45
4674,B,29492,SC,5435,10069,34.17
4675,B,26104,WV,5434,8351,-3.44
4676,B,66441,KS,5433,12670,1.02
4677,B,29053,SC,5430,8787,-0.96
4678,B,13031,NY,5430,7414,12.55
4679,B,44820,OH,5429,7982,13.33
4680,B,33565,FL,5428,6926,8.84
4681,B,85266,AZ,5426,6454,-3.49
4682,B,20190,VA,5426,12180,12.82
4683,B,33609,FL,5425,9169,0.28
4684,B,92123,CA,5425,13108,-2.67
4685,B,91775,CA,5425,8905,0.78
4686,B,90002,CA,5423,13808,0.55
4687,B,57501,SD,5422,7851,6.71
4688,B,40206,KY,5421,11637,3.9
4689,B,27408,NC,5420,8043,5.2
4690,B,90024,CA,5417,20304,1.55
4691,B,07306,NJ,5416,24770,11.77
4692,B,44446,OH,5416,10476,3.34
4693,B,11030,NY,5414,6531,7.93
4694,B,29406,SC,5413,14542,-2.62
4695,B,19007,PA,5411,9675,6.24
4696,B,43056,OH,5410,7154,5.85
4697,B,01007,MA,5409,6569,8.39
4698,B,53575,WI,5408,7036,2.81
4699,B,49093,MI,5406,8512,9.23
4700,B,48130,MI,5403,6316,2.33
4701,B,40744,KY,5402,8159,1.78
4702,B,02726,MA,5398,6719,6.32
4703,B,55391,MN,5397,7445,5.88
4704,B,49431,MI,5396,9959,1.35
4705,B,02459,MA,5395,6828,-2.84
4706,B,12831,NY,5393,7228,13.3
4707,B,22312,VA,5392,11191,1.47
4708,B,53216,WI,5391,13556,4.68
4709,B,28326,NC,5390,9277,10.48
4710,B,72205,AR,5390,12187,0.61
4711,B,73003,OK,5389,9760,-1.67
4712,B,19015,PA,5389,7160,1.27
4713,B,32444,FL,5388,8632,3.82
4714,B,76543,TX,5388,15300,4.84
4715,B,85015,AZ,5388,17889,-0.89
4716,B,92083,CA,5387,11901,2.22
4717,B,46319,IN,5387,7904,3.65
4718,B,60164,IL,5387,7513,0.68
4719,B,60466,IL,5384,9103,-3.61
4720,B,79065,TX,5383,9114,3.23
4721,B,21085,MD,5383,7073,3.47
4722,B,82609,WY,5383,9184,0.53
4723,B,37377,TN,5382,6726,4.26
4724,B,28779,NC,5379,9551,1.42
4725,B,27518,NC,5378,9211,15.32
4726,B,05701,VT,5377,10528,1.16
4727,B,34420,FL,5375,8555,3.87
4728,B,48059,MI,5375,7324,-0.7
4729,B,32968,FL,5374,6630,-2.09
4730,B,78212,TX,5373,13399,-3.69
4731,B,06705,CT,5371,12222,7.65
4732,B,36360,AL,5368,9052,-3.16
4733,B,06854,CT,5368,12246,5.02
4734,B,75180,TX,5367,9238,0.06
4735,B,17821,PA,5366,8335,21.3
4736,B,78566,TX,5362,8275,1.51
4737,B,54476,WI,5362,8574,10.13
4738,B,90744,CA,5362,15536,1.62
4739,B,75454,TX,5356,6289,7.37
4740,B,50702,IA,5356,9722,1.29
4741,B,14564,NY,5356,7021,5.04
4742,B,72761,AR,5355,9101,3.94
4743,B,37311,TN,5355,12942,1.27
4744,B,85040,AZ,5355,11962,1.95
4745,B,60521,IL,5354,6528,0.75
4746,B,60192,IL,5354,6090,5.28
4747,B,33704,FL,5352,9037,-4.55
4748,B,30093,GA,5352,20303,-0.25
4749,B,75142,TX,5352,7699,3.26
4750,B,98321,WA,5351,6319,0.67
4751,B,73025,OK,5350,5633,11.51
4752,B,18302,PA,5350,8089,0.68
4753,B,55430,MN,5348,8098,2.09
4754,B,91792,CA,5347,9673,3.57
4755,B,94608,CA,5344,17956,-3.36
4756,B,34234,FL,5342,10257,0.5
4757,B,52002,IA,5342,7535,6.3
4758,B,50211,IA,5341,6469,-0.93
4759,B,55371,MN,5340,6838,3.1
4760,B,08361,NJ,5339,6760,1.36
4761,B,29341,SC,5338,8241,6.45
4762,B,93560,CA,5337,7458,4.81
4763,B,49770,MI,5335,10244,4.71
4764,B,24333,VA,5334,9029,4.35
4765,B,08691,NJ,5333,7322,6.37
4766,B,63126,MO,5333,6529,1.52
4767,B,78654,TX,5331,9764,-5.65
4768,B,49091,MI,5331,8732,8.51
4769,B,92116,CA,5330,17827,-1.05
4770,B,44830,OH,5328,8231,8.01
4771,B,43206,OH,5324,12758,1.31
4772,B,90680,CA,5324,10866,0.28
4773,B,76058,TX,5322,7851,-2.32
4774,B,29410,SC,5322,8501,5.76
4775,B,02806,RI,5322,6341,7.26
4776,B,91746,CA,5321,7315,1.62
4777,B,82414,WY,5320,8337,3.36
4778,B,02453,MA,5319,13163,2.01
4779,B,45208,OH,5317,8928,4.01
4780,B,06385,CT,5317,7407,7.03
4781,B,74134,OK,5316,9068,16.74
4782,B,02719,MA,5316,7777,6.91
4783,B,18938,PA,5314,6369,3.86
4784,B,29405,SC,5313,13058,-1.0
4785,B,95116,CA,5313,13987,0.1
4786,B,32836,FL,5310,10571,15.12
4787,B,30707,GA,5309,6957,5.7
4788,B,60417,IL,5308,6356,-2.84
4789,B,99216,WA,5307,12703,2.12
4790,B,45245,OH,5305,8897,5.88
4791,B,20745,MD,5304,13124,-1.53
4792,B,15147,PA,5304,8593,0.33
4793,B,48205,MI,5302,17102,6.69
4794,B,27525,NC,5302,7071,4.27
4795,B,29302,SC,5302,8169,1.47
4796,B,43064,OH,5301,6450,1.73
4797,B,92841,CA,5301,9813,1.14
4798,B,95348,CA,5300,12173,-0.84
4799,B,29657,SC,5300,6744,-0.82
4800,B,98372,WA,5299,10701,1.98
4801,B,12054,NY,5299,7221,8.24
4802,B,78255,TX,5297,6568,6.24
4803,B,64060,MO,5297,6641,1.31
4804,B,33523,FL,5295,8132,3.78
4805,B,95205,CA,5295,11722,4.96
4806,B,77019,TX,5293,14387,1.03
4807,B,54143,WI,5293,7526,3.17
4808,B,45243,OH,5293,6160,7.05
4809,B,28791,NC,5292,7268,1.57
4810,B,76114,TX,5292,10648,7.23
4811,B,27803,NC,5291,10079,1.5
4812,B,50036,IA,5291,7416,1.0
4813,B,02840,RI,5291,13515,7.63
4814,B,90034,CA,5291,29262,-2.17
4815,B,28539,NC,5290,8091,-1.46
4816,B,30656,GA,5285,6266,5.18
4817,B,99353,WA,5284,6592,1.32
4818,B,37748,TN,5284,8208,7.22
4819,B,46517,IN,5283,9915,2.63
4820,B,81521,CO,5281,6531,5.08
4821,B,11427,NY,5281,8435,6.52
4822,B,36265,AL,5278,9582,6.17
4823,B,71303,LA,5276,10388,3.7
4824,B,32413,FL,5274,16334,3.05
4825,B,37725,TN,5273,8606,3.51
4826,B,60542,IL,5273,7328,7.59
4827,B,64506,MO,5272,9820,7.12
4828,B,45638,OH,5272,9039,4.67
4829,B,07087,NJ,5271,27442,1.75
4830,B,94559,CA,5271,11599,-0.97
4831,B,63118,MO,5268,14770,1.4
4832,B,30517,GA,5267,6775,-3.38
4833,B,70806,LA,5263,14972,2.06
4834,B,02446,MA,5263,15298,-3.76
4835,B,36203,AL,5263,8032,5.46
4836,B,43227,OH,5260,10874,6.71
4837,B,71105,LA,5256,11139,-1.25
4838,B,34105,FL,5254,11654,3.16
4839,B,31705,GA,5254,12829,-10.13
4840,B,91504,CA,5254,10629,4.69
4841,B,48025,MI,5253,5866,7.72
4842,B,19013,PA,5252,15664,20.03
4843,B,92806,CA,5252,13144,5.08
4844,B,16701,PA,5250,7544,8.52
4845,B,06351,CT,5250,6864,-0.71
4846,B,36869,AL,5249,10372,-2.85
4847,B,86327,AZ,5248,6544,4.17
4848,B,23005,VA,5248,7639,-0.55
4849,B,91740,CA,5246,8314,2.59
4850,B,24017,VA,5244,11263,4.62
4851,B,77017,TX,5244,11281,9.67
4852,B,50325,IA,5241,7455,1.78
4853,B,70507,LA,5239,8133,-13.67
4854,B,06716,CT,5239,6337,5.84
4855,B,07026,NJ,5237,12234,7.15
4856,B,28043,NC,5235,9356,2.56
4857,B,74136,OK,5234,16375,1.01
4858,B,13903,NY,5234,8620,8.57
4859,B,33189,FL,5233,8901,8.46
4860,B,72209,AR,5232,13863,8.12
4861,B,02035,MA,5232,7414,4.17
4862,B,27021,NC,5231,7926,0.13
4863,B,36527,AL,5230,7621,-2.16
4864,B,74112,OK,5230,10524,4.67
4865,B,37188,TN,5229,6815,2.55
4866,B,08859,NJ,5229,9067,7.02
4867,B,03431,NH,5227,11168,5.08
4868,B,93710,CA,5226,12581,1.46
4869,B,44622,OH,5226,8228,0.96
4870,B,13820,NY,5225,10083,7.2
4871,B,79904,TX,5224,13571,4.12
4872,B,07480,NJ,5223,6239,7.24
4873,B,07508,NJ,5223,8608,11.73
4874,B,55411,MN,5222,10967,10.6
4875,B,62220,IL,5222,8784,3.61
4876,B,94564,CA,5222,7285,0.46
4877,B,37663,TN,5221,6679,0.35
4878,B,12110,NY,5221,8269,3.5
4879,B,90041,CA,5220,10425,5.54
4880,B,92706,CA,5220,10473,5.76
4881,B,13104,NY,5219,6575,7.16
4882,B,76247,TX,5218,6610,-1.94
4883,B,23120,VA,5215,5435,-0.68
4884,B,64052,MO,5215,10570,1.93
4885,B,60403,IL,5215,7884,12.69
4886,B,72058,AR,5213,7143,8.77
4887,B,95133,CA,5213,9378,-2.08
4888,B,95531,CA,5212,8708,1.88
4889,B,28574,NC,5212,8055,2.92
4890,B,29532,SC,5211,9641,4.51
4891,B,91606,CA,5210,16563,3.54
4892,B,03087,NH,5208,5753,0.86
4893,B,32169,FL,5206,12339,-3.98
4894,B,30345,GA,5206,10987,2.65
4895,B,04038,ME,5206,6527,3.19
4896,B,60653,IL,5202,18279,2.39
4897,B,02370,MA,5201,7046,5.02
4898,B,37912,TN,5200,10916,0.22
4899,B,46268,IN,5198,11904,11.53
4900,B,04005,ME,5195,11001,5.69
4901,B,10467,NY,5195,40582,-0.41
4902,B,18504,PA,5195,10017,-0.6
4903,B,89706,NV,5191,9107,3.87
4904,B,08062,NJ,5190,5796,2.09
4905,B,07506,NJ,5190,8033,5.64
4906,B,29379,SC,5189,9010,-1.31
4907,B,96749,HI,5188,7545,17.33
4908,B,90249,CA,5188,9292,3.54
4909,B,30504,GA,5186,10162,0.33
4910,B,28716,NC,5186,8590,6.96
4911,B,53227,WI,5186,11519,5.12
4912,B,19054,PA,5186,6630,5.01
4913,B,36693,AL,5185,8833,2.23
4914,B,54656,WI,5185,7630,11.69
4915,B,49037,MI,5184,9971,6.65
4916,B,29070,SC,5181,7733,3.22
4917,B,35120,AL,5180,6570,2.73
4918,B,97058,OR,5179,8797,2.19
4919,B,77477,TX,5179,13888,-0.87
4920,B,92831,CA,5179,13691,4.71
4921,B,92124,CA,5178,12004,-2.36
4922,B,07104,NJ,5176,21762,-14.58
4923,B,22603,VA,5174,7380,2.82
4924,B,32428,FL,5173,7475,7.13
4925,B,72713,AR,5171,10752,8.79
4926,B,30728,GA,5171,8225,5.04
4927,B,31503,GA,5171,9009,8.91
4928,B,15120,PA,5171,9514,-5.42
4929,B,93618,CA,5168,9040,9.13
4930,B,56377,MN,5165,8239,-2.03
4931,B,22205,VA,5164,6875,4.86
4932,B,02421,MA,5162,6913,-6.49
4933,B,75219,TX,5160,19190,0.27
4934,B,07304,NJ,5160,21211,8.21
4935,B,49783,MI,5160,9388,3.61
4936,B,34239,FL,5159,8044,-6.7
4937,B,08505,NJ,5159,7792,1.09
4938,B,01440,MA,5159,9600,0.2
4939,B,79413,TX,5157,9590,2.83
4940,B,76106,TX,5156,11543,4.53
4941,B,85650,AZ,5155,6639,-0.88
4942,B,96732,HI,5154,8728,-0.55
4943,B,68005,NE,5152,9778,7.63
4944,B,39520,MS,5147,8593,8.11
4945,B,85139,AZ,5147,7197,2.02
4946,B,11733,NY,5147,6547,5.98
4947,B,49829,MI,5147,8729,12.9
4948,B,28704,NC,5144,11514,-5.08
4949,B,41071,KY,5144,10883,3.49
4950,B,44709,OH,5142,9218,2.99
4951,B,27886,NC,5141,8916,11.9
4952,B,15012,PA,5141,7604,6.32
4953,B,02139,MA,5140,16930,1.46
4954,B,19518,PA,5140,6274,6.02
4955,B,84601,UT,5139,11673,2.26
4956,B,97424,OR,5139,7920,4.41
4957,B,33327,FL,5138,6600,23.52
4958,B,08638,NJ,5137,10148,2.2
4959,B,46814,IN,5136,5848,0.43
4960,B,65251,MO,5135,8260,5.26
4961,B,48223,MI,5133,11264,4.22
4962,B,95367,CA,5133,7579,2.96
4963,B,19010,PA,5131,8520,5.78
4964,B,33431,FL,5130,9005,-1.54
4965,B,57006,SD,5130,10773,-0.32
4966,B,18036,PA,5129,6099,4.76
4967,B,44017,OH,5129,7359,4.76
4968,B,19061,PA,5127,8381,5.69
4969,B,81501,CO,5126,11524,4.97
4970,B,33498,FL,5126,5840,1.71
4971,B,48362,MI,5125,6428,4.49
4972,B,71201,LA,5124,10352,-0.12
4973,B,06461,CT,5122,6093,3.45
4974,B,18102,PA,5121,18788,7.68
4975,B,44241,OH,5121,7756,7.85
4976,B,32903,FL,5119,7469,-4.81
4977,B,75212,TX,5118,9250,-6.84
4978,B,30312,GA,5117,15787,2.62
4979,B,78102,TX,5115,8865,8.73
4980,B,93654,CA,5114,9505,6.92
4981,B,67226,KS,5113,9256,0.32
4982,B,16125,PA,5113,8070,-1.07
4983,B,72118,AR,5112,10823,-2.58
4984,B,06704,CT,5112,12987,12.02
4985,B,90201,CA,5111,24989,-6.07
4986,B,53158,WI,5110,7181,4.38
4987,B,80603,CO,5109,5842,1.76
4988,B,15228,PA,5104,7776,-1.07
4989,B,91401,CA,5099,15785,-0.26
4990,B,33478,FL,5095,5771,1.39
4991,B,30122,GA,5095,11679,-0.03
4992,B,44305,OH,5094,10230,5.14
4993,B,98409,WA,5091,12136,2.48
4994,B,32433,FL,5089,8059,-5.69
4995,B,48240,MI,5089,7328,1.76
4996,B,29334,SC,5088,7424,9.47
4997,B,37771,TN,5087,7573,8.47
4998,B,11946,NY,5083,9098,-2.08
4999,B,46208,IN,5082,11619,4.7
5000,B,30643,GA,5080,8647,10.19
5001,C,70518,LA,5080,6724,0.12
5002,C,90069,CA,5078,15160,10.93
5003,C,34222,FL,5078,7931,-12.21
5004,C,10310,NY,5078,9909,8.66
5005,C,08028,NJ,5076,9006,1.22
5006,C,27344,NC,5076,8086,10.69
5007,C,66210,KS,5075,9700,3.83
5008,C,35016,AL,5073,7372,-0.44
5009,C,46303,IN,5072,6922,-0.59
5010,C,49068,MI,5072,6901,5.59
5011,C,79603,TX,5072,9960,-10.73
5012,C,90603,CA,5072,6659,3.13
5013,C,01520,MA,5071,5946,3.4
5014,C,74801,OK,5070,9749,2.72
5015,C,97215,OR,5070,7855,1.39
5016,C,65706,MO,5069,7070,6.47
5017,C,32011,FL,5069,6298,-6.07
5018,C,21774,MD,5068,5503,6.81
5019,C,27576,NC,5067,7911,4.26
5020,C,01851,MA,5066,11759,3.63
5021,C,30642,GA,5065,8299,-6.61
5022,C,91324,CA,5065,11408,4.39
5023,C,67218,KS,5064,11483,-0.58
5024,C,30106,GA,5061,9576,-1.74
5025,C,84054,UT,5060,7658,2.57
5026,C,28164,NC,5059,6387,5.14
5027,C,43812,OH,5059,8741,-0.1
5028,C,75146,TX,5059,9575,4.0
5029,C,01028,MA,5059,6051,7.43
5030,C,94030,CA,5055,8566,-1.03
5031,C,67207,KS,5054,12755,4.69
5032,C,18337,PA,5053,7615,9.33
5033,C,80222,CO,5051,11625,-1.42
5034,C,50323,IA,5050,5965,3.58
5035,C,55364,MN,5049,6740,6.34
5036,C,37354,TN,5049,7370,5.15
5037,C,30308,GA,5047,16007,1.6
5038,C,75156,TX,5046,8969,-3.29
5039,C,19057,PA,5046,6452,8.08
5040,C,48838,MI,5045,7461,7.03
5041,C,15025,PA,5043,7885,1.42
5042,C,27317,NC,5043,7276,5.38
5043,C,33187,FL,5042,5825,-0.1
5044,C,24210,VA,5042,8110,-3.75
5045,C,76710,TX,5039,12391,-0.19
5046,C,98383,WA,5039,9660,6.84
5047,C,77038,TX,5038,9134,7.99
5048,C,95358,CA,5037,8751,3.87
5049,C,07205,NJ,5037,7550,5.37
5050,C,02128,MA,5033,19124,19.3
5051,C,15116,PA,5033,6042,2.72
5052,C,06415,CT,5032,7019,8.9
5053,C,98136,WA,5031,8295,-1.11
5054,C,32217,FL,5030,9632,-4.59
5055,C,15243,PA,5030,6035,3.02
5056,C,91803,CA,5030,10439,-0.28
5057,C,91945,CA,5030,9715,0.56
5058,C,94519,CA,5030,7427,-2.33
5059,C,80215,CO,5029,9156,3.41
5060,C,33166,FL,5027,10838,8.51
5061,C,32505,FL,5027,12278,-7.43
5062,C,46637,IN,5027,8396,2.75
5063,C,97060,OR,5027,7823,1.17
5064,C,19090,PA,5027,8141,0.55
5065,C,54981,WI,5025,8253,10.92
5066,C,84103,UT,5023,13528,3.58
5067,C,83617,ID,5022,6981,2.13
5068,C,45432,OH,5021,6715,10.17
5069,C,37398,TN,5020,7772,6.3
5070,C,22601,VA,5020,13159,6.31
5071,C,55008,MN,5019,6851,5.18
5072,C,99669,AK,5018,8221,8.51
5073,C,38118,TN,5017,16317,1.48
5074,C,91405,CA,5017,19822,2.75
5075,C,44092,OH,5017,8258,4.44
5076,C,50312,IA,5016,8285,1.99
5077,C,75474,TX,5015,7115,7.54
5078,C,77380,TX,5014,16232,2.82
5079,C,91040,CA,5013,8237,-4.4
5080,C,73119,OK,5011,12008,-0.57
5081,C,89433,NV,5010,7531,18.55
5082,C,76009,TX,5007,7648,5.7
5083,C,49080,MI,5007,6582,-0.47
5084,C,80018,CO,5006,5919,1.94
5085,C,19462,PA,5005,6658,8.32
5086,C,48301,MI,5004,6131,4.83
5087,C,83703,ID,5003,7971,3.81
5088,C,31029,GA,5002,7006,1.92
5089,C,36618,AL,5001,7313,-13.34
5090,C,19802,DE,5000,11596,5.92
5091,C,53532,WI,4999,6375,5.15
5092,C,16105,PA,4999,7249,7.05
5093,C,32317,FL,4998,5817,-0.33
5094,C,23805,VA,4998,9272,0.53
5095,C,07059,NJ,4996,5924,3.85
5096,C,10804,NY,4996,5327,6.8
5097,C,18612,PA,4996,6713,8.3
5098,C,02476,MA,4996,8058,6.33
5099,C,07107,NJ,4995,16084,-10.09
5100,C,77006,TX,4994,16654,-5.6
5101,C,19425,PA,4993,5672,4.92
5102,C,18013,PA,4993,7401,6.9
5103,C,02914,RI,4991,10082,6.29
5104,C,21704,MD,4989,6230,2.61
5105,C,48846,MI,4987,7597,1.36
5106,C,80302,CO,4984,13556,-4.34
5107,C,32951,FL,4984,7720,-0.48
5108,C,94597,CA,4983,11262,-5.59
5109,C,38672,MS,4978,5999,-7.09
5110,C,75103,TX,4977,6967,0.29
5111,C,02771,MA,4977,6324,4.29
5112,C,80107,CO,4976,5387,3.14
5113,C,20017,DC,4976,9252,0.02
5114,C,44706,OH,4976,8003,8.78
5115,C,39560,MS,4974,8429,-6.32
5116,C,20905,MD,4974,5866,5.79
5117,C,47960,IN,4973,9757,1.34
5118,C,38571,TN,4972,6469,7.9
5119,C,11961,NY,4972,6142,5.71
5120,C,02905,RI,4972,10361,6.0
5121,C,08401,NJ,4971,20116,9.81
5122,C,94117,CA,4969,19709,7.33
5123,C,23220,VA,4968,16561,1.66
5124,C,06905,CT,4966,8726,6.8
5125,C,45320,OH,4965,7069,2.03
5126,C,60546,IL,4965,6913,5.05
5127,C,27504,NC,4964,7140,4.99
5128,C,44425,OH,4963,6614,3.36
5129,C,38372,TN,4959,8696,5.72
5130,C,37090,TN,4955,7665,2.05
5131,C,29388,SC,4954,7466,1.71
5132,C,40071,KY,4954,6264,2.16
5133,C,48532,MI,4953,9093,2.04
5134,C,46163,IN,4950,5476,2.04
5135,C,92371,CA,4948,6683,4.37
5136,C,45237,OH,4948,10976,1.76
5137,C,33140,FL,4947,16000,1.93
5138,C,46064,IN,4947,6158,5.21
5139,C,80214,CO,4946,13298,-1.1
5140,C,53143,WI,4944,9118,4.0
5141,C,80125,CO,4942,5377,-2.32
5142,C,34669,FL,4941,6747,0.07
5143,C,93907,CA,4940,7659,-4.29
5144,C,42164,KY,4939,7683,6.51
5145,C,02019,MA,4937,6555,5.43
5146,C,36541,AL,4936,6432,6.98
5147,C,04073,ME,4934,7772,3.57
5148,C,38930,MS,4931,10608,3.56
5149,C,19428,PA,4928,10032,8.51
5150,C,35773,AL,4924,5813,3.19
5151,C,27523,NC,4919,7730,16.75
5152,C,93901,CA,4919,11328,-3.28
5153,C,33805,FL,4917,11908,-2.48
5154,C,32222,FL,4917,7385,4.5
5155,C,32615,FL,4916,6908,9.37
5156,C,47129,IN,4916,9382,3.03
5157,C,15202,PA,4915,10555,4.6
5158,C,90291,CA,4914,16709,-10.01
5159,C,52003,IA,4914,5855,6.05
5160,C,73701,OK,4912,10924,5.37
5161,C,60463,IL,4912,5501,12.94
5162,C,34432,FL,4911,6899,6.07
5163,C,84097,UT,4910,7237,2.32
5164,C,01864,MA,4910,5920,3.71
5165,C,33168,FL,4909,6761,0.13
5166,C,01746,MA,4907,5774,4.32
5167,C,43605,OH,4905,11985,-7.1
5168,C,84115,UT,4903,13899,3.66
5169,C,60447,IL,4903,5429,6.8
5170,C,74135,OK,4901,10855,4.56
5171,C,94603,CA,4901,11199,-2.94
5172,C,94505,CA,4900,6136,-4.46
