rank,tier,zip,state,owner,units,has_fhfa
15633,C,28385,NC,918,1307,1
15634,C,49032,MI,918,1155,1
15635,C,04353,ME,918,1126,1
15636,C,95311,CA,917,1441,1
15637,C,53139,WI,917,1109,1
15638,C,16844,PA,917,1106,1
15639,C,05656,VT,916,1447,1
15640,C,83352,ID,916,1300,1
15641,C,98568,WA,916,1217,1
15642,C,64019,MO,916,1039,1
15643,C,65806,MO,915,8049,1
15644,C,96725,HI,915,1690,1
15645,C,16731,PA,915,1311,0
15646,C,44430,OH,915,1297,1
15647,C,75416,TX,915,1257,0
15648,C,29126,SC,915,1186,1
15649,C,01542,MA,915,1052,1
15650,C,64658,MO,914,1411,0
15651,C,87016,NM,914,1390,0
15652,C,15046,PA,914,1135,1
15653,C,49777,MI,913,1815,1
15654,C,13411,NY,913,1484,0
15655,C,49234,MI,913,1234,1
15656,C,60520,IL,913,1212,1
15657,C,37373,TN,913,1142,1
15658,C,10037,NY,912,11218,0
15659,C,42031,KY,912,1735,0
15660,C,28763,NC,912,1530,1
15661,C,44288,OH,912,1384,1
15662,C,75925,TX,911,1559,0
15663,C,17267,PA,911,1266,1
15664,C,20751,MD,911,1128,1
15665,C,17954,PA,910,2290,0
15666,C,28622,NC,910,1896,1
15667,C,38477,TN,910,1348,1
15668,C,46910,IN,910,1196,1
15669,C,08063,NJ,910,1144,1
15670,C,52336,IA,910,1129,1
15671,C,67144,KS,910,1112,1
15672,C,55047,MN,910,1062,1
15673,C,79521,TX,909,1981,0
15674,C,38922,MS,909,1867,0
15675,C,49887,MI,909,1727,1
15676,C,84021,UT,909,1681,0
15677,C,46747,IN,909,1269,1
15678,C,28167,NC,909,1234,1
15679,C,48460,MI,909,1107,1
15680,C,42653,KY,908,1728,0
15681,C,63445,MO,908,1649,0
15682,C,77983,TX,908,1492,0
15683,C,58474,ND,908,1205,1
15684,C,17772,PA,908,1090,0
15685,C,54538,WI,907,2835,1
15686,C,87935,NM,907,1938,1
15687,C,65338,MO,907,1667,1
15688,C,75163,TX,907,1596,1
15689,C,06751,CT,907,1499,1
15690,C,73572,OK,907,1483,1
15691,C,37806,TN,907,1461,1
15692,C,79411,TX,906,3474,1
15693,C,98831,WA,906,2253,1
15694,C,27830,NC,906,2083,1
15695,C,77702,TX,906,1624,1
15696,C,59872,MT,906,1300,1
15697,C,44704,OH,905,1992,0
15698,C,31089,GA,905,1963,1
15699,C,49629,MI,905,1696,1
15700,C,24639,VA,905,1673,0
15701,C,38917,MS,905,1669,0
15702,C,14098,NY,905,1591,1
15703,C,26287,WV,905,1472,0
15704,C,83313,ID,905,1410,1
15705,C,62288,IL,905,1337,1
15706,C,82426,WY,905,1300,1
15707,C,05048,VT,905,1177,1
15708,C,67039,KS,905,1174,1
15709,C,83422,ID,904,2061,1
15710,C,63834,MO,904,1778,1
15711,C,78832,TX,904,1548,0
15712,C,20664,MD,904,1524,1
15713,C,67335,KS,904,1506,0
15714,C,18630,PA,904,1495,0
15715,C,05055,VT,904,1370,1
15716,C,32443,FL,904,1206,0
15717,C,27311,NC,903,1596,1
15718,C,26588,WV,903,1359,0
15719,C,04456,ME,903,1299,1
15720,C,17562,PA,903,1229,1
15721,C,75423,TX,903,1213,1
15722,C,40516,KY,903,1131,1
15723,C,35218,AL,902,3274,0
15724,C,49095,MI,902,1345,1
15725,C,56024,MN,902,1343,1
15726,C,37375,TN,902,1282,1
15727,C,83347,ID,902,1267,1
15728,C,49259,MI,902,1230,1
15729,C,34705,FL,902,1182,1
15730,C,50072,IA,902,1103,1
15731,C,60157,IL,902,920,1
15732,C,23510,VA,901,4948,1
15733,C,96020,CA,901,1994,1
15734,C,04640,ME,901,1454,1
15735,C,38450,TN,901,1432,0
15736,C,54437,WI,901,1354,1
15737,C,30511,GA,901,1305,1
15738,C,61842,IL,901,1145,1
15739,C,04463,ME,900,1950,0
15740,C,75778,TX,900,1731,0
15741,C,70515,LA,900,1498,0
15742,C,14081,NY,900,1470,0
15743,C,56175,MN,900,1373,1
15744,C,75750,TX,900,1318,1
15745,C,46940,IN,900,1265,1
15746,C,28088,NC,900,1233,1
15747,C,13746,NY,900,1145,0
15748,C,72101,AR,899,1469,0
15749,C,01235,MA,899,1433,1
15750,C,99326,WA,899,1413,1
15751,C,30256,GA,899,1156,1
15752,C,35234,AL,898,2588,0
15753,C,01518,MA,898,1291,1
15754,C,53183,WI,898,1117,1
15755,C,74435,OK,897,1686,0
15756,C,75571,TX,897,1216,0
15757,C,75980,TX,896,1855,0
15758,C,64640,MO,896,1802,1
15759,C,40322,KY,896,1626,0
15760,C,25123,WV,896,1473,0
15761,C,18405,PA,896,1421,0
15762,C,19941,DE,896,1273,1
15763,C,12850,NY,896,1248,1
15764,C,42518,KY,895,2152,1
15765,C,15926,PA,895,1512,1
15766,C,82431,WY,895,1482,1
15767,C,05476,VT,895,1469,1
15768,C,45390,OH,895,1434,1
15769,C,56477,MN,895,1394,1
15770,C,18076,PA,895,1327,1
15771,C,08804,NJ,895,1230,1
15772,C,46770,IN,895,1090,1
15773,C,51239,IA,895,1053,1
15774,C,54872,WI,894,2056,1
15775,C,65281,MO,894,1408,0
15776,C,67637,KS,894,1277,1
15777,C,46044,IN,894,1121,1
15778,C,71744,AR,893,1669,0
15779,C,15954,PA,893,1175,0
15780,C,97101,OR,892,1397,1
15781,C,07077,NJ,892,1302,1
15782,C,15928,PA,892,1030,1
15783,C,61422,IL,891,1607,1
15784,C,24248,VA,891,1433,0
15785,C,96114,CA,891,1426,1
15786,C,30734,GA,891,1391,1
15787,C,17747,PA,891,1333,0
15788,C,50054,IA,891,1250,1
15789,C,65740,MO,890,1634,1
15790,C,54732,WI,890,1243,1
15791,C,51455,IA,890,1132,1
15792,C,52253,IA,890,1125,1
15793,C,02668,MA,889,1315,1
15794,C,31778,GA,889,1218,1
15795,C,17889,PA,889,1118,1
15796,C,21661,MD,888,1737,1
15797,C,16946,PA,888,1300,0
15798,C,49340,MI,888,1281,1
15799,C,01337,MA,888,1176,1
15800,C,48201,MI,887,9900,0
15801,C,69145,NE,887,1407,1
15802,C,12075,NY,887,1348,1
15803,C,25976,WV,887,1174,0
15804,C,24324,VA,887,1135,1
15805,C,31091,GA,886,1442,0
15806,C,73632,OK,886,1431,1
15807,C,18325,PA,886,1415,0
15808,C,53929,WI,886,1315,1
15809,C,50423,IA,886,1277,1
15810,C,52356,IA,886,1228,1
15811,C,97136,OR,885,2795,1
15812,C,67062,KS,885,1700,1
15813,C,32759,FL,885,1471,1
15814,C,52162,IA,885,1406,1
15815,C,35118,AL,885,1335,1
15816,C,68739,NE,885,1210,1
15817,C,62442,IL,885,1179,1
15818,C,65769,MO,885,1118,1
15819,C,63103,MO,884,5990,0
15820,C,73098,OK,884,1648,0
15821,C,72016,AR,884,1401,1
15822,C,57274,SD,884,1349,1
15823,C,80467,CO,884,1338,1
15824,C,95982,CA,884,1150,1
15825,C,95669,CA,884,1067,1
15826,C,16637,PA,884,1058,0
15827,C,03224,NH,884,995,1
15828,C,24016,VA,883,5602,1
15829,C,53184,WI,883,1644,1
15830,C,25130,WV,883,1623,1
15831,C,03269,NH,883,1571,1
15832,C,71465,LA,883,1368,0
15833,C,45882,OH,883,1226,1
15834,C,84642,UT,883,1216,1
15835,C,72142,AR,883,1183,1
15836,C,57030,SD,883,1155,1
15837,C,56340,MN,883,1013,1
15838,C,68347,NE,883,935,1
15839,C,35442,AL,882,2149,0
15840,C,05673,VT,882,1872,1
15841,C,37409,TN,882,1719,1
15842,C,62822,IL,882,1451,1
15843,C,37145,TN,882,1130,1
15844,C,47520,IN,881,1407,1
15845,C,27939,NC,881,1324,1
15846,C,14560,NY,881,1279,1
15847,C,62082,IL,881,1242,1
15848,C,28125,NC,881,1179,1
15849,C,21757,MD,881,1129,1
15850,C,55955,MN,881,976,1
15851,C,10005,NY,880,6495,0
15852,C,12547,NY,880,1358,1
15853,C,28525,NC,880,1312,1
15854,C,54499,WI,880,1281,1
15855,C,49639,MI,880,1270,1
15856,C,62550,IL,880,1224,1
15857,C,44645,OH,880,1038,1
15858,C,03810,NH,879,2494,1
15859,C,54859,WI,879,2358,1
15860,C,95485,CA,879,1322,1
15861,C,50250,IA,879,1163,1
15862,C,50261,IA,879,1067,1
15863,C,80133,CO,879,1065,1
15864,C,98402,WA,878,4788,0
15865,C,54421,WI,878,1291,1
15866,C,15618,PA,878,1171,0
15867,C,01050,MA,878,1166,1
15868,C,16353,PA,877,3694,0
15869,C,68620,NE,877,1352,1
15870,C,70532,LA,877,1280,0
15871,C,54658,WI,877,1155,1
15872,C,15955,PA,877,1034,0
15873,C,54817,WI,876,2414,1
15874,C,22427,VA,876,1643,1
15875,C,75661,TX,876,1642,0
15876,C,14755,NY,876,1487,0
15877,C,36850,AL,876,1410,0
15878,C,61858,IL,876,1257,1
15879,C,55940,MN,876,1186,1
15880,C,48615,MI,876,1158,1
15881,C,05032,VT,875,1500,1
15882,C,28679,NC,875,1443,1
15883,C,80734,CO,875,1356,1
15884,C,17264,PA,875,1327,0
15885,C,78940,TX,875,1269,0
15886,C,18332,PA,875,1226,0
15887,C,48449,MI,875,1075,1
15888,C,07418,NJ,875,881,1
15889,C,33973,FL,874,4286,1
15890,C,39153,MS,874,1368,0
15891,C,48659,MI,874,1300,1
15892,C,62216,IL,874,1093,1
15893,C,62501,IL,874,1060,1
15894,C,97227,OR,873,3835,1
15895,C,27816,NC,873,1474,0
15896,C,71346,LA,873,1424,1
15897,C,04355,ME,873,1335,1
15898,C,16123,PA,873,1024,1
15899,C,26288,WV,872,1853,0
15900,C,13691,NY,872,1692,0
15901,C,12567,NY,872,1434,1
15902,C,51023,IA,872,1350,1
15903,C,45814,OH,872,1151,1
15904,C,33136,FL,871,7994,1
15905,C,97049,OR,871,2164,1
15906,C,05860,VT,871,1670,1
15907,C,26253,WV,871,1447,0
15908,C,29321,SC,871,1318,1
15909,C,44401,OH,871,1062,1
15910,C,04654,ME,870,1928,1
15911,C,18470,PA,870,1620,0
15912,C,79081,TX,870,1525,1
15913,C,53570,WI,870,1223,1
15914,C,41039,KY,870,1202,0
15915,C,48819,MI,870,950,1
15916,C,33476,FL,869,2318,0
15917,C,59474,MT,869,1580,1
15918,C,81648,CO,869,1351,1
15919,C,43748,OH,869,1175,0
15920,C,51039,IA,869,1075,1
15921,C,64054,MO,868,1674,1
15922,C,74547,OK,868,1501,0
15923,C,53811,WI,868,1401,1
15924,C,40759,KY,868,1308,0
15925,C,15545,PA,868,1247,0
15926,C,30293,GA,868,1228,1
15927,C,38321,TN,868,1177,0
15928,C,14561,NY,868,1004,1
15929,C,98812,WA,867,1898,1
15930,C,74872,OK,867,1422,0
15931,C,31637,GA,867,1360,0
15932,C,79041,TX,867,1316,0
15933,C,41222,KY,867,1273,0
15934,C,56065,MN,867,1107,1
15935,C,21155,MD,867,1098,1
15936,C,54247,WI,867,1093,1
15937,C,55027,MN,867,1028,1
15938,C,98856,WA,866,1544,1
15939,C,56381,MN,866,1393,1
15940,C,36453,AL,866,1115,0
15941,C,43516,OH,866,1104,1
15942,C,47633,IN,866,1020,1
15943,C,88346,NM,865,1673,0
15944,C,75846,TX,865,1492,0
15945,C,97041,OR,865,1443,1
15946,C,22435,VA,865,1339,1
15947,C,67013,KS,865,1262,1
15948,C,12926,NY,865,1176,0
15949,C,49060,MI,865,1144,1
15950,C,47383,IN,865,1039,1
15951,C,52206,IA,865,938,1
15952,C,18709,PA,864,1648,1
15953,C,17344,PA,864,1526,1
15954,C,68405,NE,864,1409,1
15955,C,75760,TX,864,1349,0
15956,C,95917,CA,864,1277,1
15957,C,97456,OR,864,1243,1
15958,C,75496,TX,864,1234,1
15959,C,46166,IN,864,1168,1
15960,C,62275,IL,864,1160,1
15961,C,15554,PA,864,1131,1
15962,C,54009,WI,864,1125,1
15963,C,37149,TN,864,1048,1
15964,C,56547,MN,864,999,1
15965,C,27509,NC,863,1482,1
15966,C,50665,IA,863,1289,1
15967,C,28373,NC,863,1138,1
15968,C,17529,PA,862,1501,1
15969,C,04344,ME,862,1481,1
15970,C,63555,MO,862,1374,0
15971,C,26711,WV,862,1239,0
15972,C,68731,NE,862,1045,1
15973,C,76270,TX,862,1039,1
15974,C,39840,GA,861,2556,0
15975,C,13612,NY,861,1458,0
15976,C,71060,LA,861,1400,1
15977,C,76664,TX,861,1292,0
15978,C,54622,WI,861,1112,1
15979,C,37332,TN,861,1101,1
15980,C,07865,NJ,861,1086,1
15981,C,03782,NH,860,2135,1
15982,C,15697,PA,860,1542,1
15983,C,89419,NV,860,1511,1
15984,C,72121,AR,860,1444,1
15985,C,74330,OK,860,1301,0
15986,C,97148,OR,860,1170,1
15987,C,76624,TX,860,1072,1
15988,C,54613,WI,859,2305,1
15989,C,65681,MO,859,1876,1
15990,C,28665,NC,859,1556,1
15991,C,12920,NY,859,1530,0
15992,C,28135,NC,859,1445,1
15993,C,98376,WA,859,1314,1
15994,C,44215,OH,859,1260,1
15995,C,29590,SC,859,1201,0
15996,C,37847,TN,859,1182,0
15997,C,22620,VA,859,1127,1
15998,C,68023,NE,859,1122,1
15999,C,36528,AL,858,2283,1
16000,C,63869,MO,858,1691,1
16001,C,36016,AL,858,1655,0
16002,C,43787,OH,858,1487,0
16003,C,64843,MO,858,1299,0
16004,C,97469,OR,858,1128,1
16005,C,13734,NY,858,959,0
16006,C,43240,OH,857,3602,1
16007,C,13838,NY,857,2126,1
16008,C,35481,AL,857,1551,0
16009,C,65667,MO,857,1367,1
16010,C,43557,OH,857,1087,1
16011,C,78203,TX,856,2380,0
16012,C,75845,TX,856,1558,0
16013,C,03440,NH,856,1365,1
16014,C,98377,WA,856,1346,1
16015,C,72644,AR,856,1322,1
16016,C,73443,OK,856,1259,0
16017,C,71268,LA,856,1151,1
16018,C,24174,VA,856,1131,1
16019,C,51050,IA,856,1115,1
16020,C,66524,KS,856,1080,1
16021,C,45162,OH,856,942,1
16022,C,83622,ID,855,1785,1
16023,C,62938,IL,855,1571,0
16024,C,14724,NY,855,1288,0
16025,C,75490,TX,855,1162,1
16026,C,75155,TX,855,1111,0
16027,C,53726,WI,854,2599,1
16028,C,61277,IL,854,1325,1
16029,C,14517,NY,854,1207,1
16030,C,45658,OH,854,1109,0
16031,C,79853,TX,854,982,0
16032,C,05764,VT,853,1472,1
16033,C,85625,AZ,853,1437,1
16034,C,49968,MI,853,1405,1
16035,C,49664,MI,853,1399,1
16036,C,28137,NC,853,1384,1
16037,C,85173,AZ,853,1347,1
16038,C,36560,AL,853,1264,0
16039,C,54473,WI,853,1203,1
16040,C,29742,SC,853,1149,1
16041,C,43149,OH,853,1125,1
16042,C,39664,MS,853,1106,0
16043,C,04253,ME,853,1079,1
16044,C,18930,PA,853,963,1
16045,C,04257,ME,852,1490,0
16046,C,76534,TX,852,1197,1
16047,C,54947,WI,852,1044,1
16048,C,76470,TX,851,1731,0
16049,C,82331,WY,851,1418,1
16050,C,03574,NH,851,1401,1
16051,C,62884,IL,851,1215,0
16052,C,55007,MN,851,1178,1
16053,C,76430,TX,851,1166,0
16054,C,65013,MO,850,1657,1
16055,C,16678,PA,850,1350,0
16056,C,06469,CT,850,1334,1
16057,C,26547,WV,850,1214,0
16058,C,17853,PA,850,1166,0
16059,C,30171,GA,850,1163,1
16060,C,35987,AL,850,1159,1
16061,C,63347,MO,850,1157,1
16062,C,43358,OH,850,1064,1
16063,C,62865,IL,850,1022,1
16064,C,46543,IN,850,985,1
16065,C,12307,NY,849,3491,0
16066,C,71222,LA,849,1500,0
16067,C,50583,IA,849,1374,1
16068,C,42784,KY,849,1344,0
16069,C,62917,IL,849,1260,1
16070,C,77534,TX,849,1161,1
16071,C,12068,NY,849,1138,0
16072,C,24431,VA,849,1027,1
16073,C,56452,MN,848,3029,1
16074,C,39854,GA,848,1895,0
16075,C,48419,MI,848,1293,1
16076,C,67467,KS,848,1282,1
16077,C,75639,TX,848,1267,0
16078,C,37345,TN,848,1055,1
16079,C,97455,OR,848,1046,1
16080,C,43933,OH,848,935,0
16081,C,60184,IL,848,900,1
16082,C,06060,CT,848,848,1
16083,C,65611,MO,847,1574,1
16084,C,52342,IA,847,1390,1
16085,C,06783,CT,847,1354,1
16086,C,16641,PA,847,1135,0
16087,C,28160,NC,846,1953,1
16088,C,62640,IL,846,1577,1
16089,C,65772,MO,846,1174,0
16090,C,39464,MS,846,1134,0
16091,C,68520,NE,846,1126,1
16092,C,61736,IL,846,980,1
16093,C,12413,NY,845,1807,1
16094,C,30576,GA,845,1754,1
16095,C,21673,MD,845,1553,1
16096,C,56256,MN,845,1349,1
16097,C,38367,TN,845,1332,1
16098,C,75422,TX,845,1226,1
16099,C,83639,ID,845,1226,1
16100,C,43569,OH,845,1163,1
16101,C,52637,IA,845,1130,1
16102,C,40076,KY,845,1106,1
16103,C,06247,CT,845,1003,1
16104,C,13156,NY,844,1629,0
16105,C,40740,KY,844,1358,1
16106,C,76823,TX,844,1330,0
16107,C,81639,CO,844,1256,1
16108,C,49284,MI,844,1206,1
16109,C,64454,MO,844,1077,1
16110,C,40068,KY,844,1004,1
16111,C,65679,MO,843,1517,1
16112,C,18346,PA,843,1371,0
16113,C,44865,OH,843,1279,1
16114,C,98601,WA,843,1187,1
16115,C,98537,WA,843,1166,1
16116,C,74871,OK,843,1157,0
16117,C,65669,MO,843,1079,1
16118,C,90017,CA,842,15953,0
16119,C,28747,NC,842,1864,0
16120,C,37338,TN,842,1315,0
16121,C,29714,SC,842,1218,0
16122,C,53556,WI,842,1194,1
16123,C,49620,MI,842,1145,1
16124,C,43944,OH,842,1121,1
16125,C,64855,MO,842,1038,1
16126,C,03784,NH,841,2168,1
16127,C,30833,GA,841,1740,0
16128,C,42050,KY,841,1588,0
16129,C,02464,MA,841,1503,1
16130,C,63960,MO,841,1442,0
16131,C,38069,TN,841,1430,0
16132,C,65325,MO,841,1365,1
16133,C,39140,MS,841,1218,0
16134,C,30648,GA,841,1212,1
16135,C,83822,ID,841,1197,1
16136,C,04085,ME,841,1049,1
16137,C,99347,WA,840,1325,1
16138,C,12921,NY,840,1313,1
16139,C,44637,OH,840,1246,1
16140,C,13613,NY,840,1208,0
16141,C,76449,TX,839,2832,1
16142,C,97846,OR,839,1587,1
16143,C,28726,NC,839,1450,1
16144,C,77335,TX,839,1401,0
16145,C,30473,GA,839,1359,0
16146,C,79373,TX,839,1352,0
16147,C,04537,ME,839,1305,1
16148,C,49252,MI,839,1119,1
16149,C,46128,IN,839,1001,1
16150,C,66013,KS,839,890,1
16151,C,04974,ME,838,1628,1
16152,C,17967,PA,838,1094,0
16153,C,66070,KS,838,1060,1
16154,C,36474,AL,837,1237,0
16155,C,25825,WV,837,943,1
16156,C,10984,NY,837,916,1
16157,C,46402,IN,836,3360,0
16158,C,89449,NV,836,2296,1
16159,C,70788,LA,836,1763,1
16160,C,79553,TX,836,1582,0
16161,C,43155,OH,836,1171,1
16162,C,21678,MD,836,1107,1
16163,C,35019,AL,836,1058,1
16164,C,15722,PA,836,982,0
16165,C,13164,NY,836,978,1
16166,C,72556,AR,835,1850,0
16167,C,76950,TX,835,1802,0
16168,C,40823,KY,835,1727,0
16169,C,41095,KY,835,1645,1
16170,C,87556,NM,835,1505,0
16171,C,35073,AL,835,1446,1
16172,C,06763,CT,835,1320,1
16173,C,96772,HI,835,1289,0
16174,C,43521,OH,835,1257,1
16175,C,04030,ME,835,1160,1
16176,C,47951,IN,835,1158,1
16177,C,21028,MD,835,1127,1
16178,C,35470,AL,834,1732,1
16179,C,27209,NC,834,1576,1
16180,C,49730,MI,834,1376,1
16181,C,46051,IN,834,1192,1
16182,C,61817,IL,834,1163,1
16183,C,01038,MA,834,1119,1
16184,C,31303,GA,834,1091,1
16185,C,22624,VA,834,1069,1
16186,C,15938,PA,834,1000,0
16187,C,95918,CA,834,995,1
16188,C,31076,GA,833,1518,0
16189,C,28453,NC,833,1379,0
16190,C,71762,AR,833,1350,0
16191,C,49220,MI,833,1313,1
16192,C,50658,IA,833,1189,1
16193,C,47024,IN,833,1171,1
16194,C,50601,IA,833,1135,1
16195,C,15050,PA,833,926,1
16196,C,54819,WI,832,1454,1
16197,C,48818,MI,832,1416,1
16198,C,83420,ID,832,1350,1
16199,C,03221,NH,832,1284,1
16200,C,29437,SC,832,1073,1
16201,C,52045,IA,832,1062,1
16202,C,52656,IA,832,1018,0
16203,C,83611,ID,831,3315,1
16204,C,50171,IA,831,1592,1
16205,C,17082,PA,831,1287,0
16206,C,66090,KS,831,1265,1
16207,C,04351,ME,831,1209,1
16208,C,15067,PA,831,1196,1
16209,C,42406,KY,831,1127,1
16210,C,51002,IA,831,1113,1
16211,C,54410,WI,831,968,1
16212,C,07435,NJ,830,1353,1
16213,C,65275,MO,830,1217,1
16214,C,76252,TX,830,1212,1
16215,C,83871,ID,830,1025,1
16216,C,84333,UT,830,1018,1
16217,C,24472,VA,830,984,1
16218,C,19102,PA,829,4606,0
16219,C,56361,MN,829,1221,1
16220,C,66414,KS,829,1100,1
16221,C,45858,OH,829,1075,1
16222,C,16061,PA,829,1063,1
16223,C,35087,AL,829,969,1
16224,C,10993,NY,828,1462,1
16225,C,30216,GA,828,1385,1
16226,C,50063,IA,828,1134,1
16227,C,78056,TX,828,1067,1
16228,C,97498,OR,827,1769,1
16229,C,63933,MO,827,1459,0
16230,C,04694,ME,827,1433,0
16231,C,17098,PA,826,1192,0
16232,C,37026,TN,826,1136,1
16233,C,37137,TN,826,1129,0
16234,C,47613,IN,826,1025,1
16235,C,53035,WI,826,1017,1
16236,C,31006,GA,825,1916,0
16237,C,12529,NY,825,1754,1
16238,C,57469,SD,825,1565,1
16239,C,12775,NY,825,1506,1
16240,C,13040,NY,825,1274,0
16241,C,67672,KS,825,1214,1
16242,C,49616,MI,825,1096,1
16243,C,17565,PA,825,920,1
16244,C,56277,MN,824,1422,1
16245,C,85936,AZ,824,1396,1
16246,C,58249,ND,824,1292,1
16247,C,12072,NY,824,1186,1
16248,C,03869,NH,824,1113,1
16249,C,01022,MA,824,1069,0
16250,C,12106,NY,824,1053,1
16251,C,95562,CA,823,1604,1
16252,C,97449,OR,823,1537,1
16253,C,31626,GA,823,1463,1
16254,C,75973,TX,823,1422,0
16255,C,52159,IA,823,1232,0
16256,C,67333,KS,823,1225,0
16257,C,78950,TX,823,1200,1
16258,C,38366,TN,823,1173,1
16259,C,53049,WI,823,1099,1
16260,C,15486,PA,823,1040,0
16261,C,38641,MS,823,966,1
16262,C,83539,ID,822,1222,0
16263,C,02804,RI,822,1182,1
16264,C,46914,IN,822,1133,1
16265,C,21631,MD,822,1094,1
16266,C,79567,TX,821,1618,0
16267,C,98588,WA,821,1493,1
16268,C,31044,GA,821,1412,0
16269,C,44656,OH,821,1354,1
16270,C,40109,KY,821,964,1
16271,C,98595,WA,820,2109,1
16272,C,36441,AL,820,1832,0
16273,C,88415,NM,820,1524,1
16274,C,57366,SD,820,1173,1
16275,C,43945,OH,820,1154,1
16276,C,40440,KY,820,1136,1
16277,C,76640,TX,820,1114,0
16278,C,89439,NV,820,1096,1
16279,C,56750,MN,820,1082,1
16280,C,18656,PA,820,1060,1
16281,C,17304,PA,820,1041,1
16282,C,03057,NH,820,964,1
16283,C,80117,CO,820,954,1
16284,C,95536,CA,819,1548,1
16285,C,49799,MI,819,1484,1
16286,C,37866,TN,819,1294,1
16287,C,62018,IL,819,1220,1
16288,C,21651,MD,819,1142,1
16289,C,14476,NY,819,1016,1
16290,C,29101,SC,818,1283,0
16291,C,61529,IL,818,1158,1
16292,C,29009,SC,818,1135,0
16293,C,80103,CO,818,1097,1
16294,C,76059,TX,817,2100,1
16295,C,86444,AZ,817,1435,0
16296,C,12919,NY,817,1262,1
16297,C,27229,NC,817,1244,0
16298,C,72064,AR,817,1230,0
16299,C,47634,IN,817,952,1
16300,C,80447,CO,816,3743,1
16301,C,44504,OH,816,2474,1
16302,C,16748,PA,816,1565,0
16303,C,24328,VA,816,1551,1
16304,C,49713,MI,816,1496,1
16305,C,95460,CA,816,1401,1
16306,C,13110,NY,816,1297,1
16307,C,74729,OK,816,1221,0
16308,C,24467,VA,816,1064,1
16309,C,05261,VT,816,1029,1
16310,C,18053,PA,816,953,1
16311,C,54745,WI,815,1581,1
16312,C,37756,TN,815,1566,0
16313,C,02110,MA,815,1563,0
16314,C,52211,IA,815,1516,1
16315,C,29107,SC,815,1413,0
16316,C,47977,IN,815,1048,1
16317,C,47954,IN,815,942,1
16318,C,95811,CA,814,5085,1
16319,C,75859,TX,814,1577,1
16320,C,93283,CA,814,1292,0
16321,C,68978,NE,814,1271,0
16322,C,28357,NC,814,1216,1
16323,C,43773,OH,814,1201,0
16324,C,23109,VA,814,1162,1
16325,C,23872,VA,814,1139,1
16326,C,25253,WV,814,1053,0
16327,C,03585,NH,813,1415,1
16328,C,53178,WI,813,1184,1
16329,C,59825,MT,813,1174,1
16330,C,62670,IL,813,1128,1
16331,C,45877,OH,813,1013,1
16332,C,31807,GA,813,940,1
16333,C,79504,TX,812,1372,0
16334,C,77364,TX,812,1340,0
16335,C,17353,PA,812,1252,1
16336,C,99169,WA,812,1206,1
16337,C,16617,PA,812,1202,1
16338,C,95942,CA,812,1102,1
16339,C,54423,WI,812,894,1
16340,C,02646,MA,811,2519,1
16341,C,54666,WI,811,1370,1
16342,C,12523,NY,811,1315,1
16343,C,35461,AL,811,1080,0
16344,C,50841,IA,810,1366,1
16345,C,18445,PA,810,1346,1
16346,C,37755,TN,810,1317,0
16347,C,32094,FL,810,1306,0
16348,C,29137,SC,810,1294,0
16349,C,11719,NY,810,1174,1
16350,C,28523,NC,810,1145,1
16351,C,17321,PA,810,941,1
16352,C,31033,GA,810,937,0
16353,C,43739,OH,810,918,1
16354,C,02725,MA,810,868,1
16355,C,37134,TN,809,1305,1
16356,C,72944,AR,809,1271,0
16357,C,38472,TN,809,1180,1
16358,C,80535,CO,809,1079,1
16359,C,17224,PA,809,1008,1
16360,C,31201,GA,808,4916,1
16361,C,17764,PA,808,1938,0
16362,C,30079,GA,808,1762,1
16363,C,28420,NC,808,1593,0
16364,C,74733,OK,808,1310,0
16365,C,45647,OH,808,1184,1
16366,C,54614,WI,808,1151,1
16367,C,68527,NE,808,870,1
16368,C,89049,NV,807,1601,0
16369,C,74849,OK,807,1433,0
16370,C,27016,NC,807,1131,0
16371,C,20662,MD,807,963,1
16372,C,04958,ME,806,1454,0
16373,C,38488,TN,806,1072,1
16374,C,83850,ID,806,1055,1
16375,C,44048,OH,806,1022,1
16376,C,18232,PA,805,2129,0
16377,C,92121,CA,805,1774,1
16378,C,71846,AR,805,1278,0
16379,C,31555,GA,805,1270,1
16380,C,68037,NE,805,1029,1
16381,C,78226,TX,804,2850,0
16382,C,75931,TX,804,1819,0
16383,C,25434,WV,804,1396,0
16384,C,38229,TN,804,1248,1
16385,C,56481,MN,804,1072,1
16386,C,15901,PA,803,2629,0
16387,C,13648,NY,803,1719,0
16388,C,45780,OH,803,1652,1
16389,C,98932,WA,803,1502,1
16390,C,59922,MT,803,1450,1
16391,C,06330,CT,803,1305,1
16392,C,04256,ME,803,1195,1
16393,C,37361,TN,803,1137,0
16394,C,46539,IN,803,1083,1
16395,C,03256,NH,803,1032,1
16396,C,78650,TX,803,974,0
16397,C,53065,WI,803,945,1
16398,C,08202,NJ,802,5668,1
16399,C,32346,FL,802,1716,1
16400,C,24133,VA,802,1170,0
16401,C,13424,NY,802,1023,1
16402,C,47920,IN,802,979,1
16403,C,26184,WV,802,978,0
16404,C,85701,AZ,801,3631,1
16405,C,59868,MT,801,1652,1
16406,C,05464,VT,801,1521,1
16407,C,97067,OR,801,1519,1
16408,C,27846,NC,801,1351,1
16409,C,08045,NJ,801,1288,1
16410,C,40371,KY,801,1120,0
